city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,down_payment,loan_amount,monthly_mortgage,monthly_cash_flow,annual_cash_flow,cash_on_cash_pct,break_even_rent,yield_spread_pct,one_pct_rule,two_pct_rule,investment_score,hidden_gem,zhvi_date,zori_date
Porterville,CA,"Visalia, CA",Tulare County,323741.5847194009,0.35,1286.0555555555557,6.59,15432.666666666668,0.397,21,4.77,3.1,Lean Rent,63517,0.81,483546,2.03,-1.06,6.89,2.76,41.38,80935.39617985023,242806.1885395507,1656.3662247253262,-820,-9840,-10.86,2548,-2.48,FALSE,FALSE,33.7,FALSE,2026-02-28,2026-02-28
Weymouth,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,601687.919109385,0.46,2393.603968253968,1.77,28723.247619047615,0.398,20.9,4.77,3.1,Lean Rent,NA,NA,740754,2.35,9.81,4.09,3.95,31.48,150421.97977734625,451265.93933203875,3078.4291980959256,-1523,-18276,-10.85,4736,-2.48,FALSE,FALSE,51.3,FALSE,2026-02-28,2026-02-28
San Pablo,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,558535.0693826125,-6.45,2222.0833333333335,NA,26665,0.398,20.9,4.77,3.1,Lean Rent,31562,-1.67,1172607,0.55,6.48,3.5,2.91,32.35,139633.76734565312,418901.3020369593,2857.645319342674,-1413,-16956,-10.84,4396,-2.48,FALSE,FALSE,34.8,FALSE,2026-02-28,2026-02-28
Billerica,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,681560.7110498603,1.56,2708.1,1.59,32497.199999999997,0.397,21,4.77,3.1,Lean Rent,NA,NA,1668956,2.54,11.63,4.52,2.96,38.37,170390.1777624651,511170.53328739526,3487.084128723342,-1727,-20724,-10.86,5365,-2.48,FALSE,FALSE,54.1,FALSE,2026-02-28,2026-02-28
Chelmsford,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,663429.1798370605,0.3,2636.5,0.14,31638,0.397,21,4.77,3.1,Lean Rent,NA,NA,1668956,2.54,11.63,4.52,2.96,38.37,165857.29495926513,497571.88487779535,3394.3173748648132,-1681,-20172,-10.86,5222,-2.48,FALSE,FALSE,51.9,FALSE,2026-02-28,2026-02-28
Watertown,WI,"Beaver Dam, WI",Dodge County,312901.8196473803,6.68,1245,NA,14940,0.398,20.9,4.77,3.1,Lean Rent,22617,-1.38,88635,-0.79,5.08,6.7,2.74,28.74,78225.45491184508,234676.36473553523,1600.9064951239711,-792,-9504,-10.85,2463,-2.48,FALSE,FALSE,42.4,FALSE,2026-02-28,2026-02-28
Onalaska,WI,"La Crosse-Onalaska, WI-MN",La Crosse County,352326.4716418826,1.82,1401,3.98,16812,0.398,21,4.77,3.1,Lean Rent,19898,5.46,121060,0.1,2.94,5.06,3.75,37.51,88081.61791047065,264244.853731412,1802.615713424867,-892,-10704,-10.85,2773,-2.48,FALSE,FALSE,50.1,FALSE,2026-02-28,2026-02-28
New Hope,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,343690.255978518,3.32,1366.9444444444443,3.18,16403.333333333332,0.398,21,4.77,3.1,Lean Rent,20745,-5.3,1273334,-0.65,4.24,5.29,5.38,37.05,85922.5639946295,257767.6919838885,1758.4300523623888,-870,-10440,-10.85,2705,-2.48,FALSE,FALSE,38.3,FALSE,2026-02-28,2026-02-28
North Myrtle Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,384688.8860048424,-2.88,1527.7333333333331,11.45,18332.799999999996,0.397,21,4.77,3.1,Lean Rent,20798,9.9,413391,16.85,39.46,28.98,22.81,24.16,96172.2215012106,288516.6645036318,1968.192249253074,-975,-11700,-10.86,3028,-2.48,FALSE,FALSE,44.9,FALSE,2026-02-28,2026-02-28
Burlington,WA,"Mount Vernon-Anacortes, WA",Skagit County,533450.6079721352,1.57,2123.222222222222,-1.1,25478.666666666664,0.398,20.9,4.78,3.1,Lean Rent,10945,18.41,132736,2.18,8.04,8.77,1.09,29.36,133362.6519930338,400087.95597910136,2729.3051350510814,-1349,-16188,-10.84,4199,-2.47,FALSE,FALSE,52.2,FALSE,2026-02-28,2026-02-28
Ridgefield Park,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,569191.543776806,0.95,2261.25,NA,27135,0.397,21,4.77,3.1,Lean Rent,13400,1.55,978641,2.61,10.38,4.13,3.53,34.64,142297.8859442015,426893.6578326045,2912.167274798262,-1442,-17304,-10.86,4480,-2.48,FALSE,FALSE,50.9,FALSE,2026-02-28,2026-02-28
Southern Pines,NC,"Pinehurst-Southern Pines, NC",Moore County,452880.93405340024,0.82,1799.0580808080806,0.22,21588.696969696968,0.397,21,4.77,3.1,Lean Rent,16987,8.29,108417,8.1,14.51,13.37,3.35,23.67,113220.23351335006,339660.70054005017,2317.08473175691,-1148,-13776,-10.86,3565,-2.48,FALSE,FALSE,48.6,FALSE,2026-02-28,2026-02-28
Paterson,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,527847.7584815384,4.75,2088.0222533457827,5.74,25056.267040149392,0.396,21.1,4.75,3.09,Lean Rent,160463,0.71,526597,0.6,7.33,4.03,2.2,47.17,131961.9396203846,395885.8188611538,2700.639152377006,-1343,-16116,-10.9,4155,-2.5,FALSE,FALSE,52.1,FALSE,2026-02-28,2026-02-28
Valley Stream,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,741815.8659331774,4.77,2938.3333333333335,-0.06,35260,0.396,21,4.75,3.09,Lean Rent,40232,-0.66,1392438,0.13,2.32,4.56,4.6,18.07,185453.96648329435,556361.899449883,3795.368909317173,-1885,-22620,-10.89,5839,-2.5,FALSE,FALSE,43.7,FALSE,2026-02-28,2026-02-28
Asheboro,NC,"Greensboro-High Point, NC",Randolph County,236622.13737403517,1.85,937.3849206349206,3.64,11248.619047619048,0.396,21,4.75,3.09,Lean Rent,27928,2.51,148389,2.76,6.31,8.91,2.98,27.33,59155.53434350879,177466.60303052637,1210.635070895731,-601,-7212,-10.89,1863,-2.5,FALSE,FALSE,43,FALSE,2026-02-28,2026-02-28
Delaware,OH,"Columbus, OH",Delaware County,402346.8970731476,0.9,1591.575163398693,1.13,19098.901960784315,0.396,21.1,4.75,3.09,Lean Rent,46521,11.53,237966,10.6,19.13,4.46,4.27,21.81,100586.7242682869,301760.1728048607,2058.5363215313296,-1024,-12288,-10.91,3167,-2.5,FALSE,FALSE,61.6,FALSE,2026-02-28,2026-02-28
Methuen,MA,"Boston-Cambridge-Newton, MA-NH",Essex County,606140.6363279519,2.79,2405,-0.2,28860,0.397,21,4.76,3.09,Lean Rent,54272,2.45,823938,2,7.8,5.11,2.53,36.04,151535.15908198798,454605.47724596394,3101.2107336082063,-1538,-18456,-10.87,4771,-2.49,FALSE,FALSE,52.1,FALSE,2026-02-28,2026-02-28
Lockport,NY,"Buffalo-Cheektowaga, NY",Niagara County,251853.65138985336,5.73,998,2.11,11976,0.396,21,4.76,3.09,Lean Rent,20394,-2.09,209570,-1.21,2.67,8.81,4.61,29.1,62963.41284746334,188890.23854239003,1288.5644026777402,-640,-7680,-10.89,1982,-2.49,FALSE,FALSE,35.6,FALSE,2026-02-28,2026-02-28
Atwater,CA,"Merced, CA",Merced County,415897.0196653297,0.11,1650,NA,19800,0.397,21,4.76,3.09,Lean Rent,32248,0.97,296774,4.88,2.88,5.59,2.8,46.7,103974.25491633243,311922.7647489973,2127.863113213131,-1055,-12660,-10.87,3274,-2.49,FALSE,FALSE,38.7,FALSE,2026-02-28,2026-02-28
Port Angeles,WA,"Port Angeles, WA",Clallam County,447235.3457856744,1.26,1769.111111111111,NA,21229.333333333332,0.396,21.1,4.75,3.09,Lean Rent,20112,0.55,77958,0.77,14.64,10.23,2.64,27.24,111808.8364464186,335426.5093392558,2288.200083732864,-1138,-13656,-10.91,3520,-2.5,FALSE,FALSE,41.9,FALSE,2026-02-28,2026-02-28
Matawan,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,632024.4600267493,3,2506.4166666666665,1.29,30077,0.397,21,4.76,3.09,Lean Rent,9739,2.04,890119,3.33,12.92,3.48,2.61,36.53,158006.11500668732,474018.34502006194,3233.6407128417754,-1604,-19248,-10.88,4975,-2.49,FALSE,FALSE,57.6,FALSE,2026-02-28,2026-02-28
Cranberry Township,PA,"Pittsburgh, PA",Butler County,457145.2722273884,5.46,1812.8065476190477,-1.48,21753.678571428572,0.397,21,4.76,3.09,Lean Rent,NA,NA,199341,2.72,5.8,7.12,5.23,23.63,114286.3180568471,342858.9541705413,2338.902459400156,-1161,-13932,-10.88,3598,-2.49,FALSE,FALSE,50.1,FALSE,2026-02-28,2026-02-28
Dickinson,ND,"Dickinson, ND",Stark County,315323.7823588674,6.34,1248.8333333333333,4.72,14986,0.396,21,4.75,3.09,Lean Rent,25695,-0.45,33767,-0.2,12.59,14.48,9.19,35.05,78830.94558971685,236492.83676915057,1613.2980364711493,-802,-9624,-10.9,2482,-2.5,FALSE,FALSE,42.8,FALSE,2026-02-28,2026-02-28
Forest Lake,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,414575.5391332249,1.5,1644.342857142857,3.13,19732.114285714284,0.397,21,4.76,3.09,Lean Rent,20700,-0.01,283960,5.8,13.75,3.39,4.74,18.85,103643.88478330623,310931.6543499187,2121.1019931614464,-1052,-12624,-10.88,3263,-2.49,FALSE,FALSE,51.2,FALSE,2026-02-28,2026-02-28
Newtown Square,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,750209.2032763961,4.2,2973.166666666667,NA,35678,0.396,21,4.76,3.09,Lean Rent,NA,NA,584882,1.45,5.58,5.55,4.21,30.36,187552.30081909904,562656.9024572971,3838.3119266625754,-1906,-22872,-10.89,5905,-2.49,FALSE,FALSE,48.6,FALSE,2026-02-28,2026-02-28
Winthrop,MA,"Boston-Cambridge-Newton, MA-NH",Suffolk County,673403.852072206,0.65,2671.388888888889,9.72,32056.66666666667,0.397,21,4.76,3.09,Lean Rent,NA,NA,793144,-0.51,10.02,8.97,4.43,63.39,168350.9630180515,505052.8890541545,3445.3510108659484,-1709,-20508,-10.88,5301,-2.49,FALSE,FALSE,37.8,FALSE,2026-02-28,2026-02-28
West Richland,WA,"Kennewick-Richland, WA",Benton County,488658.5678385808,-0.24,1933.75,NA,23205,0.396,21.1,4.75,3.09,Lean Rent,18820,14.85,218190,5.19,10.36,6.23,5.79,31.5,122164.6419596452,366493.9258789356,2500.134630192814,-1243,-14916,-10.9,3846,-2.5,FALSE,FALSE,53.6,FALSE,2026-02-28,2026-02-28
Hauppauge,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,774056.6129560935,5.92,3065.5873015873017,NA,36787.04761904762,0.396,21,4.75,3.09,Lean Rent,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,193514.15323902338,580542.4597170701,3960.322955844615,-1968,-23616,-10.9,6093,-2.5,FALSE,FALSE,38.4,FALSE,2026-02-28,2026-02-28
Cloverdale,CA,"Santa Rosa-Petaluma, CA",Sonoma County,631693.6703702015,-2.67,2500,NA,30000,0.396,21.1,4.75,3.09,Lean Rent,8784,-2.59,485375,-0.64,4.42,7.67,2.55,37.8,157923.41759255037,473770.25277765107,3231.9482864113884,-1607,-19284,-10.9,4972,-2.5,FALSE,FALSE,26.6,FALSE,2026-02-28,2026-02-28
Montesano,WA,"Aberdeen, WA",Grays Harbor County,378141.8455034476,-0.47,1500,NA,18000,0.397,21,4.76,3.09,Lean Rent,4194,0.87,77893,2.68,9.46,18.01,3.96,27.39,94535.4613758619,283606.3841275857,1934.6954812434333,-960,-11520,-10.88,2976,-2.49,FALSE,FALSE,33.7,FALSE,2026-02-28,2026-02-28
Berlin,MA,"Worcester, MA-CT",Worcester County,646124.4381455705,1.42,2556,NA,30672,0.396,21.1,4.75,3.09,Lean Rent,NA,NA,881248,2.82,8.7,5.7,3.41,34.33,161531.1095363926,484593.32860917784,3305.780742506559,-1644,-19728,-10.9,5086,-2.5,FALSE,FALSE,50.2,FALSE,2026-02-28,2026-02-28
Woodridge,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,394534.8380031588,3.3,1558.003463203463,3.62,18696.041558441557,0.395,21.1,4.74,3.08,Lean Rent,34103,-0.04,937142,0.6,5.3,4.53,5.6,26.87,98633.7095007897,295901.1285023691,2018.5673110617486,-1006,-12072,-10.93,3105,-2.51,FALSE,FALSE,46,FALSE,2026-02-28,2026-02-28
Hudson,WI,"Minneapolis-St. Paul-Bloomington, MN-WI",Saint Croix County,485616.8338514371,1.71,1917.5,6.4,23010,0.395,21.1,4.74,3.08,Lean Rent,15031,1.42,NA,NA,NA,NA,NA,NA,121404.20846285927,364212.6253885778,2484.5721393707872,-1238,-14856,-10.93,3822,-2.51,FALSE,FALSE,43.1,FALSE,2026-02-28,2026-02-28
Hawthorne,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,614305.5306079151,5.43,2422.222222222222,NA,29066.666666666664,0.394,21.1,4.73,3.08,Lean Rent,20006,2.24,526597,0.6,7.33,4.03,2.2,47.17,153576.38265197878,460729.1479559364,3142.9849626603873,-1569,-18828,-10.95,4835,-2.52,FALSE,FALSE,55.8,FALSE,2026-02-28,2026-02-28
New Cumberland,PA,"York-Hanover, PA",York County,286240.9629203545,4.8,1130,NA,13560,0.395,21.1,4.74,3.08,Lean Rent,7625,1.4,471240,3.17,10.19,4.45,2.79,24.17,71560.24073008863,214680.7221902659,1464.5009646353199,-730,-8760,-10.93,2253,-2.51,FALSE,FALSE,55.3,FALSE,2026-02-28,2026-02-28
Lincoln,RI,"Providence-Warwick, RI-MA",Providence County,531813.3592272764,3.2,2099.1666666666665,NA,25190,0.395,21.1,4.74,3.08,Lean Rent,NA,NA,675912,2.4,11.33,7.44,4.46,43.38,132953.3398068191,398860.0194204573,2720.928443113873,-1356,-16272,-10.93,4186,-2.51,FALSE,FALSE,50.8,FALSE,2026-02-28,2026-02-28
Boonton,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,650944.81030647,2.7,2569.1666666666665,NA,30830,0.395,21.1,4.74,3.08,Lean Rent,8894,1.11,523053,2.87,8.07,3.41,3.25,26.1,162736.2025766175,488208.60772985255,3330.4433191256257,-1660,-19920,-10.93,5124,-2.51,FALSE,FALSE,52.2,FALSE,2026-02-28,2026-02-28
Wallington,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,652985.838669754,7.8,2581.25,NA,30975,0.395,21.1,4.74,3.08,Lean Rent,12060,1.81,978641,2.61,10.38,4.13,3.53,34.64,163246.4596674385,489739.37900231546,3340.885877648282,-1663,-19956,-10.91,5140,-2.51,FALSE,FALSE,58.3,FALSE,2026-02-28,2026-02-28
Pineville,NC,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,398573.0500812276,-1.24,1574.936507936508,0.57,18899.238095238095,0.395,21.1,4.74,3.08,Lean Rent,11567,8.73,1206285,8.06,18.3,7.37,7.33,44.5,99643.2625203069,298929.7875609207,2039.2281047629606,-1016,-12192,-10.92,3137,-2.51,FALSE,FALSE,51.9,FALSE,2026-02-28,2026-02-28
Manassas,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,549185.6708875891,0.44,2158.228878648233,2.37,25898.7465437788,0.393,21.2,4.72,3.07,Lean Rent,43616,2.16,497003,2.93,3.17,3.52,5.04,25.62,137296.41772189728,411889.25316569186,2809.8107851969403,-1407,-16884,-10.98,4323,-2.53,FALSE,FALSE,45.5,FALSE,2026-02-28,2026-02-28
Lacey,WA,"Olympia-Lacey-Tumwater, WA",Thurston County,511129.1504359911,0.18,2013.7327563598217,5.41,24164.79307631786,0.394,21.2,4.73,3.07,Lean Rent,58644,3.31,302912,2.33,10.68,5,3.8,32.24,127782.28760899778,383346.86282699334,2615.101368545289,-1306,-15672,-10.95,4023,-2.52,FALSE,FALSE,51.2,FALSE,2026-02-28,2026-02-28
Glenview,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,642170.8995091637,7.45,2528.5666666666666,5.72,30342.8,0.394,21.2,4.73,3.07,Lean Rent,47634,-1.89,5182617,-1.6,5.9,8.18,4.67,42.49,160542.72487729092,481628.1746318728,3285.553165406241,-1642,-19704,-10.96,5055,-2.52,FALSE,FALSE,40.1,FALSE,2026-02-28,2026-02-28
Bettendorf,IA,"Davenport-Moline-Rock Island, IA-IL",Scott County,321036.1403163555,3.21,1263.638888888889,2.59,15163.666666666668,0.394,21.2,4.72,3.07,Lean Rent,40281,2.94,175601,0.56,4.16,6.98,5.79,30.4,80259.03507908888,240777.10523726663,1642.5242997345636,-821,-9852,-10.96,2527,-2.53,FALSE,FALSE,46.8,FALSE,2026-02-28,2026-02-28
Wildomar,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,646109.3548514621,-1.43,2541.2736892736893,-0.79,30495.284271284272,0.393,21.2,4.72,3.07,Lean Rent,37736,2.19,2529933,4.34,7.33,11.37,4.89,31.14,161527.33871286552,484582.0161385966,3305.703571515565,-1654,-19848,-10.97,5086,-2.53,FALSE,FALSE,35.7,FALSE,2026-02-28,2026-02-28
Litchfield Park,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,528339.0362350474,0.24,2076.2247474747473,3.44,24914.696969696968,0.393,21.2,4.72,3.07,Lean Rent,6863,-0.49,4673096,5.12,9.38,8.29,5.4,34.99,132084.75905876185,396254.2771762855,2703.1526876047296,-1354,-16248,-10.98,4159,-2.53,FALSE,FALSE,37.2,FALSE,2026-02-28,2026-02-28
Owatonna,MN,"Owatonna, MN",Steele County,289820.72178253724,2.8,1142.0555555555557,NA,13704.666666666668,0.394,21.1,4.73,3.07,Lean Rent,26626,0.81,37434,0.14,-2.22,5.52,4.29,20.1,72455.18044563431,217365.54133690294,1482.8161640160847,-740,-8880,-10.94,2281,-2.52,FALSE,FALSE,39.8,FALSE,2026-02-28,2026-02-28
South Kingstown,RI,"Providence-Warwick, RI-MA",Washington County,689548.4207057195,5.49,2709.722222222222,6.33,32516.666666666664,0.393,21.2,4.72,3.07,Lean Rent,NA,NA,130333,0.43,4.25,21.22,4.07,23.17,172387.10517642988,517161.31552928966,3527.951824167364,-1767,-21204,-10.98,5428,-2.53,FALSE,FALSE,36.2,FALSE,2026-02-28,2026-02-28
Morganville,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,829629.7234978619,1.21,3261.6666666666665,NA,39140,0.393,21.2,4.72,3.07,Lean Rent,NA,NA,647520,0.74,2.8,7.24,3.49,24.63,207407.43087446547,622222.2926233964,4244.652889498628,-2125,-25500,-10.98,6530,-2.53,FALSE,FALSE,37,FALSE,2026-02-28,2026-02-28
Bristol,RI,"Providence-Warwick, RI-MA",Bristol County,580716.7227905194,-1.06,2281.944444444445,4.09,27383.333333333336,0.393,21.2,4.72,3.07,Lean Rent,NA,NA,50145,-1.26,-0.08,9.91,5.05,26.74,145179.18069762984,435537.54209288955,2971.1338028974374,-1488,-17856,-10.98,4571,-2.53,FALSE,FALSE,23.5,FALSE,2026-02-28,2026-02-28
Reedsburg,WI,"Baraboo, WI",Sauk County,298022.59617981483,5.18,1173.75,NA,14085,0.394,21.2,4.73,3.07,Lean Rent,10314,2.48,66486,1.05,5.37,11.79,6.39,26.88,74505.64904495371,223516.94713486114,1524.7795952597567,-762,-9144,-10.96,2346,-2.52,FALSE,FALSE,43.8,FALSE,2026-02-28,2026-02-28
Lumberton Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,479522.7151389036,4.56,1890,NA,22680,0.394,21.1,4.73,3.07,Lean Rent,NA,NA,475515,2.99,9.35,5.16,3.54,24.27,119880.6787847259,359642.0363541777,2453.39266511926,-1225,-14700,-10.95,3774,-2.52,FALSE,FALSE,56.5,FALSE,2026-02-28,2026-02-28
Johnstown,CO,"Greeley, CO",Weld County,502714.5171423303,-3.24,1981.35,1.95,23776.199999999997,0.394,21.1,4.73,3.07,Lean Rent,20639,18.84,369745,11.55,19.05,4.01,5.91,24.45,125678.62928558257,377035.8878567477,2572.04939425799,-1284,-15408,-10.95,3957,-2.52,FALSE,FALSE,57.7,FALSE,2026-02-28,2026-02-28
Oxnard,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,755253.8757794481,-0.71,2965.990788407455,0.15,35591.88946088946,0.393,21.2,4.71,3.06,Lean Rent,200616,-0.64,835427,-0.99,0.32,5.64,3.81,35.84,188813.46894486202,566440.406834586,3864.1220960793285,-1936,-23232,-10.99,5945,-2.54,FALSE,FALSE,31.5,FALSE,2026-02-28,2026-02-28
Yonkers,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,673384.0014258627,5.38,2642.8913815341366,5.7,31714.69657840964,0.392,21.2,4.71,3.06,Lean Rent,211040,0.02,1006447,0.5,6.23,5.51,2.35,37.8,168346.00035646567,505038.00106939697,3445.2494485653538,-1727,-20724,-10.99,5300,-2.54,FALSE,FALSE,47.1,FALSE,2026-02-28,2026-02-28
Canton,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,509741.892945999,-0.45,1999.431939268461,-2.75,23993.183271221533,0.392,21.2,4.71,3.06,Lean Rent,38049,13.94,293513,9.45,18.15,4.61,5.09,22.59,127435.47323649975,382306.4197094992,2608.003712390267,-1308,-15696,-11,4012,-2.54,FALSE,FALSE,58.9,FALSE,2026-02-28,2026-02-28
Albany,OR,"Albany-Lebanon, OR",Linn County,432371.36305873626,0.71,1696.439393939394,0.79,20357.272727272728,0.392,21.2,4.71,3.06,Lean Rent,57156,1.11,132474,2.72,8.21,4.18,2.4,32.95,108092.84076468406,324278.5222940522,2212.151160406748,-1109,-13308,-10.99,3403,-2.54,FALSE,FALSE,47.5,FALSE,2026-02-28,2026-02-28
Berea,KY,"Richmond-Berea, KY",Madison County,245669.8198442322,1.47,965,NA,11580,0.393,21.2,4.71,3.06,Lean Rent,16436,5.37,99582,7.09,18.92,8.01,4.84,37.6,61417.45496105805,184252.36488317416,1256.9259286755953,-630,-7560,-10.99,1934,-2.54,FALSE,FALSE,53.5,FALSE,2026-02-28,2026-02-28
Prospect,KY,"Louisville/Jefferson County, KY-IN",Oldham County,612614.7287032079,3.9,2399.911111111111,2.92,28798.933333333334,0.392,21.3,4.7,3.06,Lean Rent,4696,2.22,70525,4.18,2.31,4.49,7.35,11.95,153153.68217580198,459461.04652740597,3134.334275507899,-1574,-18888,-11.01,4822,-2.55,FALSE,FALSE,48.9,FALSE,2026-02-28,2026-02-28
Jacksonville Beach,FL,"Jacksonville, FL",Duval County,626924.0198309907,-2.97,2456.914393939394,5.22,29482.972727272725,0.392,21.3,4.7,3.06,Lean Rent,23630,-0.77,1055159,5.75,12.67,9.15,6.97,41.93,156731.00495774767,470193.01487324305,3207.545217946338,-1611,-19332,-11.01,4935,-2.55,FALSE,FALSE,33.4,FALSE,2026-02-28,2026-02-28
Foxborough,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,698324.3876290253,0.14,2741.8333333333335,NA,32902,0.393,21.2,4.71,3.06,Lean Rent,NA,NA,740754,2.35,9.81,4.09,3.95,31.48,174581.09690725632,523743.290721769,3572.852497689641,-1791,-21492,-10.99,5497,-2.54,FALSE,FALSE,50.3,FALSE,2026-02-28,2026-02-28
Plattsmouth,NE,"Omaha-Council Bluffs, NE-IA",Cass County,303908.18258166505,5.55,1193.25,NA,14319,0.393,21.2,4.71,3.06,Lean Rent,6887,4.4,27492,3.32,1.49,10.35,4.05,16.16,75977.04564541626,227931.1369362488,1554.892151041483,-779,-9348,-10.99,2392,-2.54,FALSE,FALSE,44.3,FALSE,2026-02-28,2026-02-28
Waikoloa,HI,"Hilo, HI",Hawaii County,841452.5492009311,-0.41,3300,NA,39600,0.392,21.2,4.71,3.06,Lean Rent,NA,NA,209790,4.5,9.9,18.74,10.31,26.9,210363.13730023277,631089.4119006983,4305.142273932672,-2160,-25920,-11,6623,-2.54,FALSE,FALSE,39.9,FALSE,2026-02-28,2026-02-28
Reston,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,626564.8185701013,-1.08,2451.190908856583,2.48,29414.290906279,0.391,21.3,4.69,3.05,Lean Rent,NA,NA,1160925,1.07,6.94,3.66,4.16,31.65,156641.20464252532,469923.613927576,3205.7074285967506,-1612,-19344,-11.03,4932,-2.56,FALSE,FALSE,43.6,FALSE,2026-02-28,2026-02-28
Paramount,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,640885.814547456,0.58,2510.047619047619,3.04,30120.571428571428,0.392,21.3,4.7,3.05,Lean Rent,51169,-4.49,9757179,-2.4,0.03,6.45,4.01,53.92,160221.453636864,480664.360910592,3278.9782568157366,-1647,-19764,-11.01,5045,-2.55,FALSE,FALSE,27.2,FALSE,2026-02-28,2026-02-28
Altadena,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1094610.7533168984,-14.81,4275,NA,51300,0.391,21.3,4.69,3.05,Lean Rent,NA,NA,9757179,-2.4,0.03,6.45,4.01,53.92,273652.6883292246,820958.0649876738,5600.381188554193,-2822,-33864,-11.05,8616,-2.56,FALSE,FALSE,21.8,FALSE,2026-02-28,2026-02-28
Lawndale,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,771641.2808972906,-1.7,3013,-3.61,36156,0.39,21.3,4.69,3.05,Lean Rent,30160,-4.95,9757179,-2.4,0.03,6.45,4.01,53.92,192910.32022432264,578730.960672968,3947.9653390523054,-1990,-23880,-11.05,6074,-2.56,FALSE,FALSE,23.6,FALSE,2026-02-28,2026-02-28
Lebanon,OR,"Albany-Lebanon, OR",Linn County,385786.9264794843,0.01,1510.7222222222224,3.29,18128.666666666668,0.392,21.3,4.7,3.05,Lean Rent,19950,7.59,132474,2.72,8.21,4.18,2.4,32.95,96446.73161987108,289340.1948596132,1973.8101780006411,-992,-11904,-11.02,3037,-2.55,FALSE,FALSE,54,FALSE,2026-02-28,2026-02-28
Danvers,MA,"Boston-Cambridge-Newton, MA-NH",Essex County,712276.6194756204,2.26,2781.75,1.83,33381,0.391,21.3,4.69,3.05,Lean Rent,NA,NA,823938,2,7.8,5.11,2.53,36.04,178069.1548689051,534207.4646067154,3644.236609836579,-1836,-22032,-11.05,5607,-2.56,FALSE,FALSE,50,FALSE,2026-02-28,2026-02-28
Gardnerville,NV,"Gardnerville Ranchos, NV",Douglas County,591724.8276875353,2.47,2312.5,NA,27750,0.391,21.3,4.69,3.05,Lean Rent,NA,NA,49564,0.07,9.74,14.24,5.94,21.63,147931.20692188383,443793.62076565146,3027.454813265797,-1524,-18288,-11.04,4658,-2.56,FALSE,FALSE,37.9,FALSE,2026-02-28,2026-02-28
Cranford,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union County,755915.4295373246,7.51,2955.555555555555,5.85,35466.666666666664,0.391,21.3,4.69,3.05,Lean Rent,NA,NA,594160,3.57,15.84,4.55,3.18,42.39,188978.85738433115,566936.5721529934,3867.506818191369,-1946,-23352,-11.03,5950,-2.56,FALSE,FALSE,62.8,FALSE,2026-02-28,2026-02-28
